accession	description
"SRR13977537"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 18-posttreatment_R7-capture"
"SRR13977538"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 18-posttreatment_R8-capture"
"SRR13977539"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 18-posttreatment_tumor-capture"
"SRR13977532"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 18-posttreatment_R2-capture"
"SRR13977533"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 18-posttreatment_R3-capture"
"SRR13977534"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 18-posttreatment_R4-capture"
"SRR13977449"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma lung metastasis: Sample 2-lung_met-capture"
"SRR13977451"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 2-posttreatment_xenograft-capture"
"SRR13977452"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma tongue metastasis: Sample 2-tongue_met-capture"
"SRR13977552"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: normal tissue of head and neck squamous cell carcinoma patient: Sample 20-normal-exome"
"SRR13977553"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 20-posttreatment_tumor-capture"
"SRR6315197"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 61-70 years old Head and Neck Squamous Cell Carcinoma"
"SRR6316738"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 61-70 years old Head and Neck Squamous Cell Carcinoma"
"SRR13977559"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: normal tissue of head and neck squamous cell carcinoma patient: Sample 21-normal-exome"
"SRR13977561"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 21-posttreatment_R3-capture"
"SRR13977562"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 21-posttreatment_R4-capture"
"SRR13977564"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 21-posttreatment_R6-capture"
"SRR13977566"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 21-posttreatment_R8-capture"
"SRR13977568"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 21-posttreatment_tumor-capture"
"SRR13977674"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: normal tissue of head and neck squamous cell carcinoma patient: Sample 22-normal-exome"
"SRR13977680"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: normal tissue of head and neck squamous cell carcinoma patient: Sample 23-normal-exome"
"SRR13977686"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: normal tissue of head and neck squamous cell carcinoma patient: Sample 24-normal-exome"
"SRR13977694"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 25-posttreatment_tumor-capture"
"SRR13977700"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: normal tissue of head and neck squamous cell carcinoma patient: Sample 26-normal-exome"
"SRR13977702"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 26-posttreatment_R3-capture"
"SRR13977704"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 26-posttreatment_R5-capture"
"SRR13977706"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 26-posttreatment_R7-capture"
"SRR13977707"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 26-posttreatment_tumor-capture"
"SRR13977713"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: normal tissue of head and neck squamous cell carcinoma patient: Sample 27-normal-exome"
"SRR13977715"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 27-posttreatment_R3-capture"
"SRR13977717"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 27-posttreatment_tumor-capture"
"SRR13977723"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: normal tissue of head and neck squamous cell carcinoma patient: Sample 28-normal-exome"
"SRR13977734"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 30-posttreatment_tumor-capture"
"SRR13977742"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 31-posttreatment_R2-capture"
"SRR13977744"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 31-posttreatment_R4-capture"
"SRR13977746"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 31-posttreatment_tumor-capture"
"SRR6314571"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 61-70 years old Head and Neck Squamous Cell Carcinoma"
"SRR6314557"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: &gt;71 years old Head and Neck Squamous Cell Carcinoma"
"SRR13977519"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: normal tissue of head and neck squamous cell carcinoma patient: Sample 17-normal-exome"
"SRR13977520"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 17-posttreatment_R2-capture"
"SRR13977522"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 17-posttreatment_R4-capture"
"SRR13977524"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 17-posttreatment_R6-capture"
"SRR13977525"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 17-posttreatment_R7-capture"
"SRR13977753"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: normal tissue of head and neck squamous cell carcinoma patient: Sample 32-normal-exome"
"SRR13977755"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 32-posttreatment_R3-capture"
"SRR13977757"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 32-posttreatment_tumor-capture"
"SRR13977763"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: normal tissue of head and neck squamous cell carcinoma patient: Sample 33-normal-exome"
"SRR13977764"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 33-posttreatment_R2-capture"
"SRR13977765"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 33-posttreatment_R3-capture"
"SRR13977767"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 33-posttreatment_R5-capture"
"SRR13977774"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: normal tissue of head and neck squamous cell carcinoma patient: Sample 34-normal-exome"
"SRR13977780"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: normal tissue of head and neck squamous cell carcinoma patient: Sample 35-normal-exome"
"SRR13977796"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 38-posttreatment_tumor-capture"
"SRR13977801"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: normal tissue of head and neck squamous cell carcinoma patient: Sample 39-normal-exome"
"SRR13977579"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: normal tissue of head and neck squamous cell carcinoma patient: Sample 40-normal-exome"
"SRR13977580"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 40-posttreatment_tumor-capture"
"SRR13977586"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 41-posttreatment_tumor-capture"
"SRR13977590"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 42-posttreatment_tumor-capture"
"SRR13977596"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: normal tissue of head and neck squamous cell carcinoma patient: Sample 43-normal-exome"
"SRR13977601"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: normal tissue of head and neck squamous cell carcinoma patient: Sample 44-normal-exome"
"SRR13977607"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: normal tissue of head and neck squamous cell carcinoma patient: Sample 46-normal-exome"
"SRR13977612"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: normal tissue of head and neck squamous cell carcinoma patient: Sample 47-normal-exome"
"SRR6315201"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: &lt;30 years old Head and Neck Squamous Cell Carcinoma"
"SRR13977544"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: normal tissue of head and neck squamous cell carcinoma patient: Sample 19-normal-exome"
"SRR13977545"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 19-posttreatment_tumor-capture"
"SRR6315224"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Head and Neck Squamous Cell Carcinoma"
"SRR6316655"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 61-70 years old Head and Neck Squamous Cell Carcinoma"
"SRR6316611"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: &gt;71 years old Head and Neck Squamous Cell Carcinoma"
"SRR6316610"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: &gt;71 years old Head and Neck Squamous Cell Carcinoma"
"SRR6316608"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Head and Neck Squamous Cell Carcinoma"
"SRR6316926"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Head and Neck Squamous Cell Carcinoma"
"SRR13977560"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 21-posttreatment_R2-capture"
"SRR13977563"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 21-posttreatment_R5-capture"
"SRR13977565"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 21-posttreatment_R7-capture"
"SRR13977567"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 21-posttreatment_R9-capture"
"SRR13977570"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 22-baseline_tumor-capture"
"SRR13977675"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 22-posttreatment_tumor-capture"
"SRR13977681"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 23-posttreatment_tumor-capture"
"SRR13977687"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 24-posttreatment_tumor-capture"
"SRR13977693"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: normal tissue of head and neck squamous cell carcinoma patient: Sample 25-normal-exome"
"SRR13977701"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 26-posttreatment_R2-capture"
"SRR13977703"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 26-posttreatment_R4-capture"
"SRR13977705"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 26-posttreatment_R6-capture"
"SRR13977714"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 27-posttreatment_R2-capture"
"SRR13977716"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 27-posttreatment_R4-capture"
"SRR13977724"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 28-posttreatment_tumor-capture"
"SRR13977727"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: normal tissue of head and neck squamous cell carcinoma patient: Sample 29-normal-exome"
"SRR13977733"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: normal tissue of head and neck squamous cell carcinoma patient: Sample 30-normal-exome"
"SRR13977741"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: normal tissue of head and neck squamous cell carcinoma patient: Sample 31-normal-exome"
"SRR13977743"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 31-posttreatment_R3-capture"
"SRR13977745"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 31-posttreatment_R5-capture"
"SRR13977639"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: normal tissue of head and neck squamous cell carcinoma patient: Sample 52-normal-exome"
"SRR13977644"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: normal tissue of head and neck squamous cell carcinoma patient: Sample 53-normal-exome"
