accession	description
"SRR10777438"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356032"
"SRR10777440"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356034"
"SRR10777443"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356037"
"SRR10777445"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356039"
"SRR10777447"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356041"
"SRR10777449"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356043"
"SRR10777452"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356046"
"SRR10777453"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356047"
"SRR10777455"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356049"
"SRR10777458"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356052"
"SRR10777460"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356054"
"SRR10777462"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356056"
"SRR10777464"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356058"
"SRR10777465"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356059"
"SRR10777467"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356061"
"SRR10777469"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356063"
"SRR10777471"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356065"
"SRR10777472"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356066"
"SRR10777473"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356067"
"SRR10777478"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356072"
"SRR10777479"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356073"
"SRR10777481"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356075"
"SRR10777483"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356077"
"SRR10777485"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356079"
"SRR10777487"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356081"
"SRR10777488"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356082"
"SRR10777490"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356084"
"SRR10777492"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356086"
"SRR10777494"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356088"
"SRR10779465"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357586"
"SRR10779467"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357588"
"SRR10779470"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357591"
"SRR10779471"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357592"
"SRR10779472"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357593"
"SRR10779474"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357595"
"SRR10779477"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357598"
"SRR10779479"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357600"
"SRR10779481"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357602"
"SRR10779482"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357603"
"SRR10779483"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357604"
"SRR10779484"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357605"
"SRR10779486"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357607"
"SRR10779487"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357608"
"SRR10781448"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359918"
"SRR10781449"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359919"
"SRR10781451"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359921"
"SRR10781453"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359923"
"SRR10781454"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359924"
"SRR10781455"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359925"
"SRR10781457"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359927"
"SRR10781459"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359929"
"SRR10781461"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359931"
"SRR10781472"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359942"
"SRR10781473"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359943"
"SRR10781475"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359945"
"SRR10781476"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359946"
"SRR10781477"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359947"
"SRR10781478"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359948"
"SRR10781479"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359949"
"SRR10792012"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362254"
"SRR10792013"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362255"
"SRR10792014"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362256"
"SRR10792015"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362257"
"SRR10792016"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362258"
"SRR10792017"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362259"
"SRR10792018"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362260"
"SRR10792019"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362261"
"SRR10792020"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362262"
"SRR10792021"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362263"
"SRR10792022"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362264"
"SRR10792024"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362266"
"SRR10792026"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362268"
"SRR10792028"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362270"
"SRR10792029"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362271"
"SRR10792030"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362272"
"SRR10792032"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362274"
"SRR10792034"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362276"
"SRR10792036"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362278"
"SRR10786272"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366586"
"SRR10786273"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366587"
"SRR10786275"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366589"
"SRR10786276"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366590"
"SRR10786278"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366592"
"SRR10786282"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366596"
"SRR10786283"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366597"
"SRR10786285"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366599"
"SRR10786286"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366600"
"SRR10786288"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366602"
"SRR10786292"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366606"
"SRR10788462"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369041"
"SRR10788465"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369044"
"SRR10792924"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369052"
"SRR10792926"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369054"
"SRR10792927"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369055"
"SRR10792928"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369056"
"SRR10792930"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369058"
"SRR10792931"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369059"
"SRR10792933"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369061"
"SRR10792934"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369062"
"SRR10792936"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369064"
"SRR10792938"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369066"
"SRR10792939"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369067"
"SRR10792941"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369069"
"SRR10792487"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364838"
"SRR10792489"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364840"
"SRR10792491"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364842"
"SRR10792495"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364846"
"SRR10792497"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364848"
"SRR10792500"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364851"
"SRR10792502"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364853"
"SRR10792504"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364855"
"SRR10792505"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364856"
"SRR10792506"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364857"
"SRR10792508"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364859"
"SRR10792510"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364861"
"SRR10792511"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364862"
"SRR10792513"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364864"
"SRR10792514"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364865"
"SRR10792515"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364866"
"SRR10792517"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364868"
"SRR10792519"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364870"
"SRR10792521"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364872"
"SRR10792522"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364873"
"SRR10792523"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364874"
"SRR10792524"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364875"
"SRR10792526"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364877"
"SRR10786293"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366607"
"SRR10786294"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366608"
"SRR10786297"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366611"
"SRR10786298"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366612"
"SRR10786299"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366613"
"SRR10786300"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366614"
"SRR10786302"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366616"
"SRR10786304"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366618"
"SRR10786305"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366619"
"SRR10786307"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366621"
"SRR10786313"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366627"
"SRR10786316"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366630"
"SRR10786318"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366632"
"SRR10786319"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366633"
"SRR10786320"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366634"
"SRR10786323"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366637"
"SRR10789834"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13371998"
"SRR10789836"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372000"
"SRR10789837"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372001"
"SRR10789838"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372002"
"SRR10789839"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372003"
"SRR10789840"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372004"
"SRR10789841"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372005"
"SRR10789842"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372006"
"SRR10789843"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372007"
"SRR10789844"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372008"
"SRR10789845"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372009"
"SRR10789846"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372010"
"SRR10789847"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372011"
"SRR10789848"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372012"
"SRR10789852"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372016"
"SRR10789853"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372017"
"SRR10789854"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372018"
"SRR10789855"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372019"
"SRR10789856"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372020"
"SRR10789859"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372023"
"SRR10789860"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372024"
"SRR10789861"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372025"
"SRR10789868"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372032"
"SRR10789870"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372034"
"SRR10789871"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372035"
"SRR10789872"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372036"
"SRR10789873"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372037"
"SRR10789874"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372038"
"SRR10789876"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372040"
"SRR10789880"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372044"
"SRR10796619"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375122"
"SRR10796627"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375130"
"SRR10796628"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375131"
"SRR10796629"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375132"
"SRR10796630"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375133"
"SRR10796632"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375135"
"SRR10796633"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375136"
"SRR10796634"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375137"
"SRR10796641"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375144"
"SRR10796642"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375145"
"SRR10796643"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375146"
"SRR10796644"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375147"
"SRR10796646"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375149"
"SRR10796649"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375152"
"SRR10796651"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375154"
"SRR10796652"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375155"
"SRR10796653"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375156"
"SRR10796655"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375158"
"SRR10796656"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375159"
"SRR10796657"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375160"
"SRR10796658"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375161"
"SRR10796659"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375162"
"SRR10796660"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375163"
"SRR10796661"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375164"
"SRR10796662"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375165"
"SRR10796663"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375166"
"SRR10796664"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375167"
"SRR10796665"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375168"
"SRR10796666"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375169"
"SRR10796667"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375170"
"SRR10796668"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375171"
"SRR10796669"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375172"
"SRR10796670"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375173"
"SRR10796671"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375174"
"SRR10796672"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375175"
"SRR10796673"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375176"
"SRR10796674"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375177"
"SRR10796675"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375178"
"SRR10796676"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375179"
"SRR10796677"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375180"
"SRR10796678"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375181"
"SRR10796679"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375182"
"SRR10796680"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375183"
"SRR10796681"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375184"
"SRR10796682"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375185"
"SRR10783713"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362446"
"SRR10783714"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362447"
"SRR10783715"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362448"
"SRR10783716"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362449"
"SRR10783717"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362450"
"SRR10783718"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362451"
"SRR10783719"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362452"
"SRR10783720"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362453"
"SRR10783721"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362454"
"SRR10783722"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362455"
"SRR10783723"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362456"
"SRR10783724"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362457"
"SRR10783725"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362458"
"SRR10783726"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362459"
"SRR10783727"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362460"
"SRR10783728"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362461"
"SRR10783729"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362462"
"SRR10783730"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362463"
"SRR10783731"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362464"
"SRR10783737"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362470"
"SRR10783743"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362476"
"SRR10786463"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366777"
"SRR10786464"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366778"
"SRR10786469"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366783"
"SRR10786474"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366788"
"SRR10786481"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366795"
"SRR10786482"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366796"
"SRR10786483"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366797"
"SRR10788484"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369239"
"SRR10788487"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369242"
"SRR10788488"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369243"
"SRR10783954"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362863"
"SRR10783955"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362864"
"SRR10783957"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362866"
"SRR10783959"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362868"
"SRR10783961"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362870"
"SRR10783963"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362872"
"SRR10783969"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362878"
"SRR10783972"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362881"
"SRR10783974"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362883"
"SRR10783976"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362885"
"SRR10783978"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362887"
"SRR10783979"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362888"
"SRR10783980"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362889"
"SRR10783983"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362892"
"SRR10785278"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365328"
"SRR10785280"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365330"
"SRR10785281"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365331"
"SRR10785282"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365332"
"SRR10785283"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365333"
"SRR10785284"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365334"
"SRR10785286"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365336"
"SRR10785287"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365337"
"SRR10785288"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365338"
"SRR10785290"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365340"
"SRR10785298"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365348"
"SRR10785301"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365351"
"SRR10785303"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365353"
"SRR10785304"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365354"
"SRR10785305"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365355"
"SRR10785306"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365356"
"SRR10785307"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365357"
"SRR10785315"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365365"
"SRR10785316"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365366"
"SRR10785317"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365367"
"SRR10785318"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365368"
"SRR10785319"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365369"
"SRR10785320"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365370"
"SRR10785321"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365371"
"SRR10785322"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365372"
"SRR10785323"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365373"
"SRR10785324"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365374"
"SRR10785325"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365375"
"SRR10785326"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365376"
